incidentID,totDeadMissing,totalMigrants,xCoord,yCoord
2022.MMP00001,1,1,36.71614878,5.552716421
2022.MMP00002,11,14,36.97321267,6.599006494
2022.MMP00003,6,8,-22.177258,29.862273
2022.MMP00004,17,33,36.523849,-2.117221
2022.MMP00005,1,3,38.566055,44.344085
2022.MMP00006,8,24,28.64045,60.789299
2022.MMP00008,1,1,36.5918492,2.548609412
2022.MMP00009,1,1,36.56840211,2.020841623
2022.MMP00010,1,1,43.82935627,18.21447933
2022.MMP00011,1,1,32.53901177,-117.033951
2022.MMP00012,1,1,32.53926104,-117.039462
2022.MMP00013,1,1,29.30901166,-100.900943
2022.MMP00014,1,31,50.47936679,1.427167767
2022.MMP00015,1,1,32.550487,-116.938188
2022.MMP00016,2,2,38.545505,44.294908
2022.MMP00017,43,53,28.17529426,-12.4316667
2022.MMP00018,1,1,28.302633,-13.90153
2022.MMP00019,1,1,28.248654,-13.904369
2022.MMP00020,1,1,29.34628,-100.947699
2022.MMP00021,2,2,36.583558,-4.533957
2022.MMP00022,1,1,32.719825,20.947388
2022.MMP00023,1,10,36.972379,-1.78863
2022.MMP00024,1,1,33.535533,13.618488
2022.MMP00025,1,1,28.6739324,-100.4644414
2022.MMP00026,1,1,-26.94029127,-55.23607685
2022.MMP00027,11,32,34.73743832,11.14155354
2022.MMP0002830,3,39,32.78779605,12.67827792
2022.MMP0002831,1,1,32.78779605,12.67827792
2022.MMP0002932,1,1,40.882262,23.523767
2022.MMP0002933,1,1,40.882262,23.523767
2022.MMP00031,6,11,1.46452294,103.3222483
2022.MMP00032,7,26,1.367916366,104.2465645
2022.MMP00034,1,1,-19.27447178,-68.63426317
2022.MMP00035,1,1,32.5488045,-117.0228877
2022.MMP00036,1,1,29.33773236,-100.94183
2022.MMP00037,1,1,25.4668438,-100.9914757
2022.MMP00038,9,109,32.79818694,12.72527
2022.MMP00039,1,1,32.91014649,13.24481929
2022.MMP00040,4,9,48.99940555,-97.24679064
2022.MMP00041,1,1,33.19129295,11.49095792
2022.MMP00042,2,105,27.69795472,-16.76125763
2022.MMP00043,7,287,35.49863529,12.57071102
2022.MMP00044,18,27,28.55,-12.868333
2022.MMP0004548,35,36,27.472933,-80.28116576
2022.MMP0004549,3,3,27.472933,-80.28116576
2022.MMP0004550,1,1,27.472933,-80.28116576
2022.MMP00046,1,1,36.7158189,-4.411426992
2022.MMP00047,1,1,36.74901036,-3.868632603
2022.MMP00048,1,1,36.48472671,-4.746799679
2022.MMP00049,36,70,33.78381033,11.4102882
2022.MMP00050,1,1,50.96380982,1.834078038
2022.MMP00051,1,1,8.366314192,-72.40662219
2022.MMP00052,1,1,-19.28005209,-68.63484544
2022.MMP00053,2,8,14.95593951,-89.54122575
2022.MMP00054,15,27,18.63878486,-67.08567576
2022.MMP00055,1,1,32.79329993,13.74138609
2022.MMP00056,1,1,32.79329993,13.74138609
2022.MMP0005763,28,34,32.79249375,12.67770508
2022.MMP0005864,3,3,32.79249375,12.67770508
2022.MMP00059,1,1,32.78139351,13.8601055
2022.MMP00060,2,2,32.79545424,12.78157343
2022.MMP00061,1,3,38.40871794,26.25946236
2022.MMP00062,1,1,39.32067586,26.70845086
2022.MMP00063,1,1,32.88625199,21.52221671
2022.MMP0006471,3,3,35.21131953,-2.986303099
2022.MMP0006472,1,1,35.17617641,-2.935177231
2022.MMP0006573,13,16,40.859587,26.297187
2022.MMP0006574,5,5,40.859587,26.297187
2022.MMP0006575,1,1,40.859587,26.297187
2022.MMP00066,4,18,2.023621734,101.9179966
2022.MMP00067,17,58,27.75151922,-14.28695059
2022.MMP00068,1,1,43.79248332,7.581905364
2022.MMP00069,1,1,32.81201076,12.90201698
2022.MMP00070,1,1,45.190299,6.628727
2022.MMP00071,1,1,45.057168,6.862633
2022.MMP00072,1,20,9.984321425,-61.6035751
2022.MMP00073,2,9,33.7984067,-7.22769852
2022.MMP00074,1,1,-26.211245,30.990034
2022.MMP00075,1,1,-35.85305014,-71.18333152
2022.MMP00076,1,1,31.76460537,-106.4487466
2022.MMP00077,1,1,29.23324883,-99.78876683
2022.MMP00078,2,2,40.99209123,26.35304781
2022.MMP00079,1,9,14.08654531,99.12858445
2022.MMP00080,3,68,26.381286,-15.620547
2022.MMP00081,8,8,27.025788,-98.167336
2022.MMP00082,1,1,32.78363821,12.78293564
2022.MMP00083,2,2,30.96719517,20.11736153
2022.MMP00084,4,57,25.715333,-15.8775
2022.MMP00085,2,2,42.22988914,21.69801039
2022.MMP00086,1,1,38.31746563,26.36375539
2022.MMP00087,1,1,35.37581957,-4.976420298
2022.MMP00088,1,1,-16.56481342,-69.03785951
2022.MMP00090,1,1,11.22186887,-85.60974152
2022.MMP00091,1,1,28.75465961,-100.5020839
2022.MMP00092,1,1,29.3304148,-100.9348289
2022.MMP00093,6,6,1.064398031,-77.428354
2022.MMP00094,1,1,45.341107,14.675023
2022.MMP00095,1,334,35.68787673,32.837824
2022.MMP00096105,3,21,35.06692874,11.718865
2022.MMP00096106,2,2,35.06692874,11.718865
2022.MMP00097,1,1,32.79428489,12.616217
2022.MMP00098,1,1,32.79628545,12.563999
2022.MMP00099,1,95,33.46049899,12.58501
2022.MMP00100,1,1,32.90672432,13.18325823
2022.MMP00101,1,1,38.22195507,21.71892429
2022.MMP00102,1,6,31.58194394,-109.0848442
2022.MMP00103,2,9,18.07044873,-69.00332478
2022.MMP00104,1,10,18.19131809,-68.780365
2022.MMP00106,1,1,7.885807482,-72.520631
2022.MMP00107,1,1,-19.27868575,-68.627236
2022.MMP00108,8,8,8.579565776,-60.993585
2022.MMP00109,2,2,0.818689912,-77.657566
2022.MMP00110,1,1,32.68231734,-114.63488
2022.MMP00111,1,1,31.76085025,-106.510185
2022.MMP00112,1,1,33.72109176,52.4748
2022.MMP00113,13,60,23.65629073,-15.984657
2022.MMP00114,1,1,32.70458183,14.188516
2022.MMP00115,1,1,46.41208695,30.12598747
2022.MMP00116,50,50,33.47359129,12.696152
2022.MMP00117132,6,6,39.2958452,26.406309
2022.MMP00117133,1,1,39.2958452,26.406309
2022.MMP00118,20,29,35.1548911,11.304304
2022.MMP00119,1,1,49.78505023,29.370763
2022.MMP00120,1,1,18.4399756,-96.354449
2022.MMP00121,2,16,2.383488899,37.992706
2022.MMP00122,1,1,11.034722,42.631389
2022.MMP00123,1,3,8.666635204,-77.419636
2022.MMP00124,4,4,19.40283145,-71.128001
2022.MMP00125,2,2,18.37102818,-69.018685
2022.MMP00126,1,1,-33.43018995,-70.6605
2022.MMP00127,1,1,11.16154845,-72.594114
2022.MMP00128,1,1,27.47884258,-99.480674
2022.MMP00129,1,1,27.47884258,-99.480674
2022.MMP00130,1,1,27.41802784,-99.490232
2022.MMP00131,1,1,28.71224989,-100.508992
2022.MMP00132,1,1,17.65422993,-92.442101
2022.MMP00133,1,1,31.59695883,-109.070165
2022.MMP00134,1,1,32.67511812,-115.377716
2022.MMP00135,1,1,28.70899008,-100.509879
2022.MMP00136,1,1,32.66474297,-115.500226
2022.MMP00137,1,1,22.70955247,-78.325303
2022.MMP00138,1,1,35.89415012,-5.321052
2022.MMP00139155,1,1,35.59488958,8.445268
2022.MMP00139156,1,1,35.59488958,8.445268
2022.MMP00139157,2,2,35.59488958,8.445268
2022.MMP00140,3,7,13.77076313,102.077091
2022.MMP00141,1,4,44.81213145,20.25380907
2022.MMP00142,1,574,37.87893069,8.88213
2022.MMP00143,1,1,41.93621376,27.511846
2022.MMP00144,1,1,11.27624942,49.164441
2022.MMP00145,1,1,50.94013554,1.943383
2022.MMP00146,1,2,50.94630769,1.922209
2022.MMP00147,1,1,48.20851062,22.257105
2022.MMP00148,1,1,27.26168,-98.442512
2022.MMP00149167,1,64,26.92092943,-101.474543
2022.MMP00149168,1,1,26.92092943,-101.474543
2022.MMP00150,1,1,28.70943702,-100.508218
2022.MMP00151,1,5,28.82290666,-100.612814
2022.MMP00152,1,1,28.68070748,-100.507645
2022.MMP00153,9,9,18.08775639,-67.210148
2022.MMP00154174,3,3,8.638139062,-77.44195
2022.MMP00154175,1,1,8.638139062,-77.44195
2022.MMP00155,1,5,31.97765971,-110.99021
2022.MMP00156,21,27,32.04277255,24.026583
2022.MMP00157,1,1,32.79560599,12.583315
2022.MMP00158,2,2,32.79216133,12.746522
2022.MMP00159,44,61,27.9492162,-12.91945
2022.MMP00160198,40,40,35.62426273,11.260797
2022.MMP00160199,20,20,35.62426273,11.260797
2022.MMP00161,24,24,35.01820398,11.491153
2022.MMP00162,2,3,29.30968361,-100.900577
2022.MMP00163,1,1,26.1156672,-98.315856
2022.MMP00164,1,1,7.817659786,-72.451684
2022.MMP00165,1,1,25.88864277,-97.497509
2022.MMP00166,3,3,18.00529114,-94.61721
2022.MMP00167,1,1,42.23233157,21.66436181
2022.MMP00168,1,22,44.36449128,11.7827807
2022.MMP00169,6,18,11.75447896,99.734023
2022.MMP00170,2,2,36.80255851,39.951345
2022.MMP00171,8,8,35.10469893,-1.878868
2022.MMP00172,1,1,35.6094831,51.51405391
2022.MMP00173,1,1,35.6094831,51.51405391
2022.MMP00174,1,1,35.6094831,51.51405391
2022.MMP00175,1,1,29.63566487,52.55016962
2022.MMP00176,1,1,35.6094831,51.51405391
2022.MMP00177,1,1,35.6094831,51.51405391
2022.MMP00178,1,1,36.30860757,59.56640007
2022.MMP00179,1,1,35.6094831,51.51405391
2022.MMP00180,1,1,35.6094831,51.51405391
2022.MMP00181,1,1,36.2596928,51.96227584
2022.MMP00182,1,1,38.07379905,46.28684794
2022.MMP00183,1,1,38.07379905,46.28684794
2022.MMP00184,1,1,35.6094831,51.51405391
2022.MMP00185,1,1,35.6094831,51.51405391
2022.MMP00186,1,1,35.6094831,51.51405391
2022.MMP00187,1,1,35.6094831,51.51405391
2022.MMP00188,1,1,35.6094831,51.51405391
2022.MMP00189,1,1,35.6094831,51.51405391
2022.MMP00190,1,1,35.6094831,51.51405391
2022.MMP00191,1,1,35.91530545,50.73797985
2022.MMP00192,1,1,35.6094831,51.51405391
2022.MMP00193,1,1,35.6094831,51.51405391
2022.MMP00194,1,1,32.99688134,57.96974133
2022.MMP00195,1,1,35.83268259,50.95694725
2022.MMP00196,1,1,35.6094831,51.51405391
2022.MMP00197,1,1,35.6094831,51.51405391
2022.MMP00198,1,1,35.6094831,51.51405391
2022.MMP00199,1,1,35.6094831,51.51405391
2022.MMP00200,1,1,35.6094831,51.51405391
2022.MMP00201,1,1,35.6094831,51.51405391
2022.MMP00202,1,1,36.2596928,51.96227584
2022.MMP00203,1,1,35.6094831,51.51405391
2022.MMP00204,1,1,35.6094831,51.51405391
2022.MMP00205,1,1,35.6094831,51.51405391
2022.MMP00206,1,1,35.6094831,51.51405391
2022.MMP00207,1,1,35.6094831,51.51405391
2022.MMP00208,1,1,35.6094831,51.51405391
2022.MMP00209,1,1,35.6094831,51.51405391
2022.MMP00210,1,1,35.6094831,51.51405391
2022.MMP00211,1,1,35.6094831,51.51405391
2022.MMP00212,1,1,35.6094831,51.51405391
2022.MMP00213,1,1,35.6094831,51.51405391
2022.MMP00214,1,1,32.68681223,51.99131582
2022.MMP00215,1,1,35.6094831,51.51405391
2022.MMP00216,1,1,35.6094831,51.51405391
2022.MMP00217,1,1,35.6094831,51.51405391
2022.MMP00218,1,1,35.6094831,51.51405391
2022.MMP00219,1,1,35.6094831,51.51405391
2022.MMP00220,1,1,28.95046741,57.57054
2022.MMP00221,1,1,28.91397523,50.927101
2022.MMP00222,1,1,30.10558043,55.175261
2022.MMP00223,1,1,29.85315945,57.414016
2022.MMP00224,1,1,27.44186775,62.278278
2022.MMP00225,1,1,27.44186775,62.278278
2022.MMP00226,1,1,27.44186775,62.278278
2022.MMP00227,1,1,27.44186775,62.278278
2022.MMP00228,1,1,27.44186775,62.278278
2022.MMP00229,1,1,27.44186775,62.278278
2022.MMP00230,1,1,27.44186775,62.278278
2022.MMP00231,1,1,27.44186775,62.278278
2022.MMP00232,1,1,29.424292,55.718003
2022.MMP00233,1,1,29.63186286,52.512362
2022.MMP00234,1,1,31.96625955,54.758785
2022.MMP00235,1,1,29.63186286,52.512362
2022.MMP00236,1,1,32.85510866,53.105249
2022.MMP00237,1,1,27.35022729,62.353166
2022.MMP00238,1,1,29.62014626,52.422454
2022.MMP00240,1,1,29.63186286,52.512362
2022.MMP00241,1,1,28.88414063,51.283607
2022.MMP00242,1,1,29.63186286,52.512362
2022.MMP00243,1,1,26.97500663,56.179876
2022.MMP00244,1,1,29.63186286,52.512362
2022.MMP00245,1,1,30.26235756,57.138688
2022.MMP00246,1,1,31.96625955,54.758785
2022.MMP00247,1,1,27.84212492,58.363501
2022.MMP00248,1,1,27.35022729,62.353166
2022.MMP00249,1,1,29.85315945,57.414016
2022.MMP00250,1,1,29.63186286,52.512362
2022.MMP00252,1,1,28.2429916,61.166179
2022.MMP00253,1,1,28.2429916,61.166179
2022.MMP00254,1,1,28.2429916,61.166179
2022.MMP00255,1,1,28.2429916,61.166179
2022.MMP00256,1,1,29.63186286,52.512362
2022.MMP00257,1,1,31.05124289,61.501773
2022.MMP00258,1,1,28.91397523,50.927101
2022.MMP00259,1,1,28.95046741,57.57054
2022.MMP00261,1,1,31.05124289,61.501773
2022.MMP00262,1,1,28.91397523,50.927101
2022.MMP00263,1,1,28.91397523,50.927101
2022.MMP00264,1,1,29.85315945,57.414016
2022.MMP00265,1,1,30.325114,56.069676
2022.MMP00266,1,1,27.35022729,62.353166
2022.MMP00267,1,1,29.63186286,52.512362
2022.MMP00269,1,1,27.21161534,60.684828
2022.MMP00270,1,1,29.1403563,58.17825
2022.MMP00271,1,1,29.63186286,52.512362
2022.MMP00272,1,1,29.85315945,57.414016
2022.MMP00273,1,1,31.96625955,54.758785
2022.MMP00274,1,1,29.424292,55.718003
2022.MMP00275,1,1,29.424292,55.718003
2022.MMP00276,1,1,29.1403563,58.17825
2022.MMP00277,1,1,32.2537812,52.505807
2022.MMP00278,1,1,27.21161534,60.684828
2022.MMP00279,1,1,27.35022729,62.353166
2022.MMP00280,1,1,29.63186286,52.512362
2022.MMP00281,1,1,29.63186286,52.512362
2022.MMP00282,1,1,27.35022729,62.353166
2022.MMP00283,1,1,27.35022729,62.353166
2022.MMP00284,1,1,29.51824381,55.755969
2022.MMP00285,1,1,25.29701936,60.640732
2022.MMP00286,1,1,35.6094831,51.514054
2022.MMP00287,1,1,28.95046741,57.57054
2022.MMP00288,28,86,3.248823363,99.873995
2022.MMP00289,1,4,13.18753886,99.833654
2022.MMP0029,1,1,12.95273175,0
2022.MMP00290,2,2,32.569913,23.99364
2022.MMP00291,2,2,32.439045,23.84807115
2022.MMP00292329,1,129,33.15,13.55
2022.MMP00292330,1,1,33.15,13.55
2022.MMP00293,2,2,28.00204958,-13.002534
2022.MMP0294,2,3,34.12274711,71.09295845
2022.MMP0295,1,1,41.64734149,1.139247
2022.MMP0296,8,8,50.96053822,30.525102
2022.MMP0297,2,2,32.79225947,12.677703
2022.MMP0298,11,137,32.86901853,14
2022.MMP0299,1,1,28.69723936,-100.51094
2022.MMP0300,1,1,28.69723587,-100.510897
2022.MMP0301,1,1,8.534414905,-82.839308
2022.MMP0302,1,1,28.69614891,-100.511201
2022.MMP0303,1,1,28.66688847,-99.894439
2022.MMP0304,1,1,28.69696633,-100.398193
2022.MMP0305,1,1,28.68062599,-100.569153
2022.MMP0306,1,1,35.07117082,-2.011156
2022.MMP0307,1,1,28.69723936,-100.5109401
2022.MMP0308,1,1,32.53431631,-117.1243307
2022.MMP0309,1,1,25.89758748,-97.49723644
2022.MMP0310,3,3,6.267084872,-75.59933335
2022.MMP0311,1,1,10.44982935,-73.25941196
2022.MMP0312,1,1,-19.27549367,-68.63420335
2022.MMP0313,1,1,-19.27549367,-68.63420335
2022.MMP0314,2,2,24.19595093,-81.69421636
2022.MMP0315,1,1,31.7725283,-106.5154388
2022.MMP0316,1,1,28.71948443,-99.95653969
2022.MMP0317,1,1,31.43284726,-106.146779
2022.MMP0318,96,100,33.40161512,15.396572
2022.MMP0319,1,1,32.79519696,12.578701
2022.MMP0320,2,2,32.79373156,12.611113
2022.MMP0321,26,74,27.63989884,-17.980667
2022.MMP0322,1,11,46.33258883,15.432728
2022.MMP0323,1,1,43.24873174,-1.668492
2022.MMP0324,2,3,43.79822798,7.690881
2022.MMP0325,5,11,45.422594,15.169327
2022.MMP0326,1,3,40.95635593,22.627708
2022.MMP0327,2,12,42.06328808,27.650172
2022.MMP0328,1,10,47.92467876,24.32783
2022.MMP0329,1,1,34.79202335,-1.940234
2022.MMP0330,1,1,28.70505078,-100.5122816
2022.MMP0331,1,1,18.44666602,-69.31938561
2022.MMP0332,1,1,29.32599472,-100.9281473
2022.MMP0333,1,1,31.38776873,-109.3700431
2022.MMP0334,1,8,24.62497079,-81.54325148
2022.MMP0335,1,1,28.69674325,-100.5111637
2022.MMP0336,14,34,34.89139636,11.045814
2022.MMP0337,11,29,35.04299897,11.022543
2022.MMP0338,16,56,32.81768564,12.453429
2022.MMP0339,18,20,32.98428399,12.581516
2022.MMP0343,2,2,28.10278008,-12.049663
2022.MMP0343386,5,5,28.10278008,-12.049663
2022.MMP0344,4,29,38.79547897,42.752788
2022.MMP0345,1,3,39.44431651,-0.376158
2022.MMP0346389,1,4,32.74727124,-117.255436
2022.MMP0346390,1,1,32.74727124,-117.255436
2022.MMP0348,2,19,26.3786187,-16.770964
2022.MMP0349,1,1,16.32370302,-95.226656
2022.MMP0350,4,4,18.41138746,-68.969049
2022.MMP0351,3,3,15.20710604,-89.25105
2022.MMP0352395,1,1,29.30967015,-100.900265
2022.MMP0352396,1,1,27.50301124,-99.526763
2022.MMP0353,1,1,29.30446461,-100.886197
2022.MMP0354,1,2,18.86204066,-98.432618
2022.MMP0355,1,1,31.338277,-109.362154
2022.MMP0356,1,2,31.56512715,-106.2794664
2022.MMP0357,1,1,22.91872955,-0.970115
2022.MMP0358,1,1,22.91872955,-0.970115
2022.MMP0359,1,1,22.91872955,-0.970115
2022.MMP0360,1,1,22.91872955,-0.970115
2022.MMP0361,9,9,22.91872955,-0.970115
2022.MMP0362,1,1,31.9182922,5.327142
2022.MMP0363,1,1,36.07135486,4.760729
2022.MMP0364,16,16,20.24767771,0.999209
2022.MMP0365,1,1,18.08278656,-16.000949
2022.MMP0366,1,1,18.08278656,-16.000949
2022.MMP0367,1,1,22.91872955,-0.970115
2022.MMP0368,35,35,32.89145977,12.487412
2022.MMP0369,1,54,16.64981965,97.954177
2022.MMP0371,2,10,45.301097,15.39508
2022.MMP0372,5,36,37.80051786,27.04366141
2022.MMP0373,27,27,19.22470271,-69.615457
2022.MMP0374,2,2,21.56954132,-88.233528
2022.MMP0375,1,1,28.70921971,-100.509525
2022.MMP0376,1,1,28.69742543,-100.511105
2022.MMP0377,1,1,32.53427077,-117.123732
2022.MMP0378,2,2,28.70921971,-100.509525
2022.MMP0379,1,1,29.30446461,-100.886197
2022.MMP0380,1,1,26.09736015,-98.221172
2022.MMP0381,1,1,28.39041951,-100.348481
2022.MMP0382,1,1,28.7168439,-100.506293
2022.MMP0383,1,1,26.37910974,-98.956948
2022.MMP0384,1,1,28.72898236,-100.508742
2022.MMP0385,1,1,28.45849112,-100.356687
2022.MMP0386,1,1,28.6798592,-100.507396
2022.MMP0387,6,6,30.05041768,-111.101059
2022.MMP0388,3,18,18.86567079,-96.853133
2022.MMP0422,1,1,28.69749259,-100.511041
2022.MMP0423,1,1,26.03463634,-97.672268
2022.MMP0424,1,1,26.62944979,-98.112514
2022.MMP389,3,9,32.70565082,-111.4827043
2022.MMP390,7,20,3.796393244,103.4092111
2022.MMP391441,6,527,5.228970838,100.5531264
2022.MMP391442,1,1,5.228970838,100.5531264
2022.MMP392443,11,24,34.46846729,35.729883
