incidentID,totDeadMissing,totalMigrants,xCoord,yCoord
2022.MMP392444,1,7,34.46846729,35.729883
2022.MMP392445,26,52,34.46846729,35.729883
2022.MMP393,26,124,35.00161321,10.971276
2022.MMP394,1,66,32.79283444,12.677462
2022.MMP395,12,106,33.14699825,14.021359
2022.MMP396,2,13,39.59241948,43.774809
2022.MMP397454,23,59,26.59929091,-16.024947
2022.MMP397455,2,2,26.59929091,-16.024947
2022.MMP398,1,1,27.33809627,-13.592776
2022.MMP399,1,1,28.69614891,-100.5112011
2022.MMP400,3,3,32.90107512,-111.6867731
2022.MMP401,1,1,27.82041348,-101.1532647
2022.MMP402,1,1,-20.20811407,-70.15067347
2022.MMP404,1,1,28.79815515,-100.533683
2022.MMP405,2,2,23.09257932,-82.4854845
2022.MMP406,6,6,23.05007621,-82.56748266
2022.MMP407,1,1,28.70505078,-100.5122816
2022.MMP408,1,1,20.2121104,-99.61669202
2022.MMP409,1,1,0.837752035,-77.62158474
2022.MMP411,1,1,28.69742543,-100.5111049
2022.MMP412,1,12,13.77498859,101.9922317
2022.MMP413,1,6,41.19991871,26.318703
2022.MMP414,1,1,43.25080948,-2.969875
2022.MMP415,1,10,42.66416055,26.33257
2022.MMP416,1,1,35.28312826,-2.916288
2022.MMP417,28,41,26.641567,-15.586981
2022.MMP418,2,2,29.33505865,-100.940823
2022.MMP419,1,1,29.33472955,-100.9414584
2022.MMP420,1,6,32.54931863,-116.9494693
2022.MMP421,2,2,47.98650058,23.67351528
2022.MMP422,2,14,14.40311671,100.164845
2022.MMP423,1,17,33.14787681,15.167232
2022.MMP425,1,1,20.48326962,-97.466227
2022.MMP426,2,2,26.69193169,-101.382989
2022.MMP427,1,1,28.69749259,-100.511041
2022.MMP428,1,1,28.70505078,-100.512282
2022.MMP429,1,1,28.5142065,-99.895202
2022.MMP430,1,1,32.81545615,12.434809
2022.MMP431,2,2,33.00126156,11.976061
2022.MMP432,2,2,32.81545615,12.434809
2022.MMP433,1,1,29.30446461,-100.8861965
2022.MMP434,1,1,32.54929721,-116.9494515
2022.MMP435,2,2,28.68083351,-100.5075822
2022.MMP436,1,1,29.32753151,-100.9251559
2022.MMP437,1,1,20.37768398,-101.728838
2022.MMP438,1,1,28.70097983,-100.51163
2022.MMP439,1,1,27.59635532,-99.53730188
2022.MMP440,1,57,18.08738114,-67.89409572
2022.MMP441,1,1,28.60670162,-100.4327162
2022.MMP442,1,1,29.1890127,-99.82253788
2022.MMP443,1,15,26.51992749,-15.607249
2022.MMP444,1,1,43.35019956,-1.7859
2022.MMP445,1,14,11.80198353,99.752514
2022.MMP446,1,21,17.24432306,98.447198
2022.MMP447,3,3,35.00342779,10.950701
2022.MMP448,1,1,9.516309516,45.557167
2022.MMP449,1,1,50.94064795,1.941569
2022.MMP450,8,11,36.82826849,-2.464412
2022.MMP451,16,21,36.68547137,2.747042
2022.MMP452,2,2,41.65826038,26.480587
2022.MMP453,13,59,28.76152776,-12.598838
2022.MMP454,44,56,26.12291766,-14.50032
2022.MMP456,1,1,35.6094831,51.514054
2022.MMP457,1,1,35.6094831,51.514054
2022.MMP458,1,1,32.64139838,51.706926
2022.MMP459,1,1,35.6094831,51.514054
2022.MMP460,1,1,32.64139838,51.706926
2022.MMP461,1,1,35.6094831,51.514054
2022.MMP462,1,1,32.64139838,51.706926
2022.MMP463,1,1,35.83457043,50.951497
2022.MMP464,1,1,35.83457043,50.951497
2022.MMP465,1,1,32.64139838,51.706926
2022.MMP466,1,1,35.6094831,51.514054
2022.MMP467,1,1,29.63447121,52.553603
2022.MMP468,1,1,32.64139838,51.706926
2022.MMP469,1,1,33.98112192,51.428201
2022.MMP470,1,1,33.98112192,51.428201
2022.MMP471,1,1,29.63447121,52.553603
2022.MMP472,1,1,31.34751177,48.721392
2022.MMP473,1,1,35.6094831,51.514054
2022.MMP474,1,1,27.1684853,56.200806
2022.MMP475,1,1,35.6094831,51.514054
2022.MMP476,1,1,32.64139838,51.706926
2022.MMP477,1,1,35.6094831,51.514054
2022.MMP478,1,1,37.54561366,45.06834
2022.MMP479,1,1,29.63447121,52.553603
2022.MMP480,1,1,35.6094831,51.514054
2022.MMP482,1,1,37.48139037,49.427296
2022.MMP483,1,1,35.6094831,51.514054
2022.MMP484,1,1,35.6094831,51.514054
2022.MMP485,1,1,35.6094831,51.514054
2022.MMP486,1,1,35.6094831,51.514054
2022.MMP487,1,1,35.6094831,51.514054
2022.MMP488,1,1,35.6094831,51.514054
2022.MMP489,1,1,30.27303232,57.003419
2022.MMP490,1,1,36.08360338,52.348807
2022.MMP491,1,1,35.83457043,50.951497
2022.MMP492,1,1,35.6094831,51.514054
2022.MMP493,1,1,29.63447121,52.553603
2022.MMP494,1,1,37.54561366,45.06834
2022.MMP495,1,1,30.26235756,57.138688
2022.MMP496,1,1,28.95046741,57.57054
2022.MMP497,1,1,35.6094831,51.514054
2022.MMP498,1,22,28.23007995,61.196037
2022.MMP499,1,9,28.23007995,61.196037
2022.MMP500,1,1,30.26235756,57.138688
2022.MMP501,1,1,38.46812027,44.371418
2022.MMP502,1,1,29.63186286,52.512362
2022.MMP503,1,1,29.63186286,52.512362
2022.MMP504,1,2,29.63186286,52.512362
2022.MMP505,1,1,29.63186286,52.512362
2022.MMP506,1,1,25.30369277,60.651375
2022.MMP507,1,1,29.63186286,52.512362
2022.MMP508,1,1,29.63186286,52.512362
2022.MMP509,1,1,35.6094831,51.514054
2022.MMP510,1,1,29.63186286,52.512362
2022.MMP511,1,1,37.54561366,45.06834
2022.MMP512,1,1,29.63186286,52.512362
2022.MMP513,1,1,29.63186286,52.512362
2022.MMP514,1,1,25.30803805,60.643822
2022.MMP515,1,2,29.09961285,58.352097
2022.MMP516,1,1,32.2537812,52.505807
2022.MMP517,1,1,35.6094831,51.514054
2022.MMP518,1,1,32.2537812,52.505807
2022.MMP519,1,1,25.30741731,60.644852
2022.MMP520,1,3,29.63186286,52.512362
2022.MMP521,1,6,27.21161534,60.684828
2022.MMP522,1,1,27.21161534,60.684828
2022.MMP523,1,1,29.63186286,52.512362
2022.MMP524,1,1,28.23007995,61.196037
2022.MMP525,1,1,29.63186286,52.512362
2022.MMP526,1,2,29.63186286,52.512362
2022.MMP527,1,1,35.6094831,51.514054
2022.MMP528,1,1,29.63186286,52.512362
2022.MMP529,1,1,28.95046741,57.57054
2022.MMP530,1,1,29.63186286,52.512362
2022.MMP531,1,1,35.6094831,51.514054
2022.MMP532,1,1,35.6094831,51.514054
2022.MMP533,1,1,35.6094831,51.514054
2022.MMP534,1,1,27.1684853,56.200806
2022.MMP535,1,2,28.91397523,50.927101
2022.MMP536,1,1,28.91397523,50.927101
2022.MMP537,1,1,28.91397523,50.927101
2022.MMP538,1,1,30.26235756,57.138688
2022.MMP539,1,1,35.6094831,51.514054
2022.MMP540,1,1,35.6094831,51.514054
2022.MMP541,1,1,35.6094831,51.514054
2022.MMP542,1,1,31.88472913,54.330574
2022.MMP543,1,1,35.6094831,51.514054
2022.MMP544,1,1,26.78319418,55.889152
2022.MMP545,1,1,32.2537812,52.505807
2022.MMP546,1,1,35.6094831,51.514054
2022.MMP547,1,1,11.10659989,42.373748
2022.MMP548,8,13,12.4566755,42.848972
2022.MMP549,6,13,12.4566755,42.848972
2022.MMP550,1,1,19.33473187,5.771928
2022.MMP551,3,3,32.71552915,14.103408
2022.MMP552,1,1,18.92133914,7.468077
2022.MMP553,2,2,19.06860402,13.057038
2022.MMP554,1,1,18.98553305,13.031329
2022.MMP555,3,3,22.47687807,5.498753
2022.MMP556,1,1,22.47687807,5.498753
2022.MMP557,5,5,13.10688006,14.445103
2022.MMP558,1,1,26.14091065,14.734655
2022.MMP559,1,1,33.65427282,7.421188
2022.MMP560,2,2,24.61277072,14.662784
2022.MMP561,2,2,32.79276432,12.677791
2022.MMP563,14,58,35.01667431,11.005554
2022.MMP564,4,20,16.81282955,-92.806562
2022.MMP565,1,1,32.94367496,12.075112
2022.MMP566,3,3,32.94367496,12.075112
2022.MMP567,1,1,30.68149745,19.930333
2022.MMP568,7,20,32.96603379,12.46554
2022.MMP569,1,1,38.31897648,16.405955
2022.MMP570,2,2,-18.30383814,-70.313275
2022.MMP571,11,49,18.38482533,-67.472731
2022.MMP572,2,2,28.69878999,-100.51005
2022.MMP573,1,1,28.70353826,-100.512026
2022.MMP574,1,1,-19.40229056,-68.428256
2022.MMP575,5,5,28.6960464,-100.513926
2022.MMP576,1,1,28.70294712,-100.499194
2022.MMP577,76,100,34.59483841,11.188245
2022.MMP578,1,1,32.79459865,13.742073
2022.MMP579,1,1,32.79563233,12.588118
2022.MMP580634,6,29,18.96745832,12.875758
2022.MMP580635,1,1,18.96745832,12.875758
2022.MMP581,1,1,51.01221717,2.295049
2022.MMP582,1,1,50.94286881,1.886607
2022.MMP583,2,2,32.81545615,12.434809
2022.MMP584639,6,90,33.34965437,12.469911
2022.MMP584640,2,2,33.34965437,12.469911
2022.MMP584641,2,2,33.34965437,12.469911
2022.MMP585,1,1,53.65351553,23.627685
2022.MMP586,2,10,15.283877139615,100.22511012158
2022.MMP587,67,90,17.962247185449,94.070537344256
2022.MMP588,1,32,34.95898114,32.310198
2022.MMP603,2,14,41.06845762,24.751579
2022.MMP604,1,1,32.79373156,12.611113
2022.MMP605,1,1,32.77524951,22.647642
2022.MMP606649,4,16,37.13257533,-1.202884
2022.MMP606650,1,1,37.13257533,-1.202884
2022.MMP607,1,1,29.31859056,-100.91665
2022.MMP608,1,1,28.67428913,-100.505241
2022.MMP609,2,2,14.96150862,-92.146592
2022.MMP610,1,1,28.67814929,-100.505022
2022.MMP611,4,4,16.78299385,-92.694434
2022.MMP612,7,7,18.17068046,-94.132811
2022.MMP613,1,1,28.7294014,-100.508269
2022.MMP614,6,30,22.27026918,-101.129386
2022.MMP615,2,2,28.69439313,-100.510954
2022.MMP616,4,6,28.69439313,-100.510954
2022.MMP617,1,1,28.69494588,-100.510988
2022.MMP618,1,2,26.09948251,-98.281114
2022.MMP619663,2,2,28.70505078,-100.512282
2022.MMP619664,1,1,28.70505078,-100.512282
2022.MMP621,1,1,28.45849112,-100.356687
2022.MMP622,1,1,28.69464231,-100.510945
2022.MMP623,1,1,32.24207287,-112.916884
2022.MMP624,1,1,29.3319648,-100.94015
2022.MMP625,2,2,36.6981326,3.207709
2022.MMP626,1,2,32.54505785,-117.122474
2022.MMP627,1,1,31.33926298,-109.558898
2022.MMP628,1,1,28.68128001,-100.507709
2022.MMP629,8,8,-20.24866595,-70.106344
2022.MMP630,1,1,14.07381017,-85.999925
2022.MMP631,1,1,14.87065438,-92.287888
2022.MMP632,1,1,28.66177381,-100.540641
2022.MMP633,1,1,31.49621116,-110.375629
2022.MMP634,1,21,28.3230795,-99.273316
2022.MMP635,1,1,13.86139462,-86.55353
2022.MMP636,1,1,11.29206596,49.175155
2022.MMP637,1,1,11.96771443,43.287182
2022.MMP638,1,1,11.96771443,43.287182
2022.MMP639,1,1,11.96771443,43.287182
2022.MMP640,1,1,11.96771443,43.287182
2022.MMP641,1,1,11.10527337,42.374821
2022.MMP642,1,1,32.700278,14.044444
2022.MMP643,3,3,32.81432724,12.453527
2022.MMP644,1,1,32.81658058,12.391906
2022.MMP645,3,8,38.64112797,1.45611
2022.MMP646,1,17,41.02307738,25.523696
2022.MMP647691,13,27,33.2084609,11.51013
2022.MMP647692,2,2,33.2084609,11.51013
2022.MMP647693,3,3,33.2084609,11.51013
2022.MMP648,1,10,29.48136619,-102.09038
2022.MMP649,1,1,35.9167052,-5.369859
2022.MMP650,1,1,41.24865272,26.358058
2022.MMP651,1,1,42.09417314,27.297456
2022.MMP652,7,7,18.49930764,-67.999657
2022.MMP653,1,1,35.7072592,-0.638275
2022.MMP654,1,5,43.67617301,7.205781
2022.MMP655,1,14,36.75530666,3.058526
2022.MMP656,2,2,22.91872955,-0.970115
2022.MMP657,1,1,22.91872955,-0.970115
2022.MMP658,1,1,45.4468533,15.121324
2022.MMP659,1,1,45.44192132,15.232524
2022.MMP660,1,1,32.79253304,12.707597
2022.MMP661,1,1,21.94530199,23.373661
2022.MMP662,1,1,31.32431725,15.200359
2022.MMP663,1,1,32.7856899,21.406679
2022.MMP664,2,2,32.7965366,12.562769
2022.MMP665,1,1,32.80673336,12.503133
2022.MMP666,1,1,31.51781642,15.233058
2022.MMP667,1,1,31.6293,111.70682
2022.MMP668,1,1,31.797837,111.994462
2022.MMP669,1,1,31.898564,111.779072
2022.MMP670,1,1,32.461864,113.1821
2022.MMP671,1,1,32.271,113.1111
2022.MMP672,1,1,31.96315,111.74367
2022.MMP673,1,1,31.688056,109.104722
2022.MMP674,1,1,32.4065,111.58485
2022.MMP675,1,1,32.40628,111.58488
2022.MMP676,1,1,31.949533,112.42105
2022.MMP677,1,1,31.58798,110.83286
2022.MMP678,1,1,31.85889,112.66678
2022.MMP679,1,1,31.51512592,-110.996554
2022.MMP680,1,1,32.324,112.476
2022.MMP681,1,1,31.886042,111.749883
2022.MMP682,1,1,31.80825,109.25396
2022.MMP683,1,1,32.19593,112.71383
2022.MMP684,1,1,32.091183,112.96065
2022.MMP685,1,1,31.788611,111.835278
2022.MMP686,1,1,31.647921,110.981998
2022.MMP687,1,1,31.641436,110.958247
2022.MMP688,1,1,31.51278,109.06393
2022.MMP689,1,1,32.19954,113.02175
2022.MMP690,1,1,32.116455,113.000737
2022.MMP691,1,1,32.454817,111.6165
2022.MMP692,1,1,32.203833,112.862133
2022.MMP693,1,1,32.1628,112.8812
2022.MMP694,1,1,31.67987304,-111.060104
2022.MMP695,1,1,32.17946,113.05687
2022.MMP696,1,1,32.20112,113.05464
2022.MMP697,1,1,32.19914,113.05184
2022.MMP698,1,1,31.44556,109.38406
2022.MMP699,1,1,31.811467,112.40165
2022.MMP700,1,1,31.362717,109.75205
2022.MMP701,1,1,31.740383,111.832033
2022.MMP702,1,1,31.78031,111.81413
2022.MMP703,1,1,31.997237,112.705325
2022.MMP704,1,1,32.10017,113.20611
2022.MMP705,1,1,32.06621,111.41475
2022.MMP706,1,1,31.744984,110.908999
2022.MMP707,1,1,31.422154,110.659597
2022.MMP708,1,1,31.37417,109.77391
2022.MMP709,1,1,31.61316,111.57234
2022.MMP710,1,1,31.792,111.1377
2022.MMP711,1,1,31.834453,112.440992
2022.MMP712,1,1,31.594686,109.240338
2022.MMP713,1,1,31.334049,109.734019
2022.MMP714,1,1,31.52124,111.28947
2022.MMP715,1,1,32.639945,112.233112
2022.MMP716,1,1,31.73384,111.0195
2022.MMP717,1,1,31.977,112.963
2022.MMP718,1,1,31.47278,109.2778
2022.MMP719,1,1,32.359573,113.114043
2022.MMP720,1,1,31.37215,110.312517
2022.MMP721,1,1,31.35755,110.80747
2022.MMP722,1,1,32.4581,111.6586
2022.MMP723,1,1,31.72405,112.00395
2022.MMP724,1,1,31.51512592,-110.996554
2022.MMP725,1,1,31.85911,111.451181
2022.MMP726,1,1,31.840127,112.129928
2022.MMP727,1,1,31.85911,111.451181
2022.MMP728,1,1,31.86884,111.40956
2022.MMP729,1,1,31.339718,109.558826
2022.MMP730,1,1,32.252477,110.963326
2022.MMP731,1,1,31.54466,109.6988
2022.MMP732,1,1,31.70413,111.77934
2022.MMP733,1,1,31.903127,111.962184
2022.MMP734,1,1,31.937199,111.938904
2022.MMP735,1,1,32.280179,111.591813
2022.MMP736,1,1,31.904053,111.975776
2022.MMP737,1,1,32.35904,113.11756
2022.MMP738,1,1,31.8999891,111.77021
2022.MMP739,1,1,31.66515834,-111.253771
2022.MMP740,1,1,31.8012,110.9595
2022.MMP741,1,1,31.982717,112.1306
2022.MMP742,1,1,31.3665,110.007283
2022.MMP743,1,1,31.6394,111.800367
2022.MMP744,1,1,31.72603826,-111.086212
2022.MMP745,1,1,29.33401025,-100.942198
2022.MMP746,1,1,26.09158987,-98.26727
2022.MMP747,2,2,18.98535643,-69.028012
2022.MMP748,1,1,32.71043852,-114.723249
2022.MMP749,2,2,15.14518444,-92.467337
2022.MMP750,1,1,11.22086376,-74.159847
2022.MMP751,2,2,31.80453958,-106.541544
2022.MMP752,1,1,31.58613425,-106.2871
2022.MMP753,1,1,29.05463401,-100.088005
2022.MMP754,1,1,31.68226282,-106.132154
2022.MMP755,2,2,31.78421818,-106.527487
2022.MMP756,1,1,31.81630738,-106.5725715
2022.MMP757,1,1,31.57083385,-106.2824545
2022.MMP758,1,1,31.65610033,-106.3198957
2022.MMP759,1,1,28.68870413,-100.509633
2022.MMP760,3,14,25.70398741,-99.537595
2022.MMP761,7,30,1.205677,104.073542
2022.MMP762809,1,1,31.03913124,-104.8201016
2022.MMP762810,1,1,31.03913124,-104.8201016
2022.MMP763,1,1,43.2603628,-1.678618032
2022.MMP764,1,2,31.78526936,-106.6102837
2022.MMP765,1,1,24.85817318,51.509315
2022.MMP766,1,1,32.53161702,20.5536
2022.MMP767,2,2,32.84147171,13.484024
2022.MMP768816,18,18,35.26706319,-2.952187
2022.MMP768817,5,5,35.26706319,-2.952187
2022.MMP769818,18,89,33.41,12.57
2022.MMP769819,6,6,33.41,12.57
2022.MMP769820,2,2,33.41,12.57
2022.MMP769821,1,1,33.41,12.57
2022.MMP769822,3,3,33.41,12.57
2022.MMP770823,22,38,29.33151323,-98.596078
2022.MMP770824,22,22,29.33151323,-98.596078
2022.MMP770825,7,7,29.33151323,-98.596078
2022.MMP770826,2,2,29.33151323,-98.596078
2022.MMP772,15,107,12.93071242,-16.751966
2022.MMP773,1,1,32.77349043,22.64526
2022.MMP774,1,1,32.87959838,13.401774
2022.MMP775832,10,91,33.10849385,13.81829
2022.MMP775833,3,3,33.10849385,13.81829
2022.MMP775834,1,1,33.10849385,13.81829
2022.MMP775835,1,1,33.10849385,13.81829
2022.MMP776838,18,18,21.28966163,22.798495
2022.MMP776839,2,2,21.28966163,22.798495
2022.MMP777,6,17,33.67551479,10.789969
2022.MMP778,2,2,41.30146374,22.428034
2022.MMP779,1,2,24.80836914,-100.324368
2022.MMP780,1,1,32.87959838,13.401774
2022.MMP781,1,1,32.72598744,14.047436
2022.MMP783,1,1,32.76375064,22.655635
2022.MMP784,22,83,33.21403451,12.215903
2022.MMP785847,2,20,32.9098559,12.440782
2022.MMP785848,1,1,32.9098559,12.440782
2022.MMP786,1,1,32.82172568,12.573547
2022.MMP787,1,1,32.49685138,14.617786
2022.MMP788,1,1,26.88956442,-98.199947
2022.MMP789852,2,4,28.12466981,-99.329223
2022.MMP789853,1,1,28.12466981,-99.329223
2022.MMP789854,1,1,28.12466981,-99.329223
2022.MMP790,2,4,26.23409404,-98.374869
2022.MMP791,1,2,9.927986347,78.129474
2022.MMP792,1,8,46.17286825,19.694719
2022.MMP793,1,4,31.75401315,-106.470777
2022.MMP794,1,40,38.38531151,44.141943
2022.MMP795,1,1,8.95,46.433333
2022.MMP796,1,1,11.27281814,49.187186
2022.MMP797,1,1,31.450057,111.162071
2022.MMP798,1,1,32.228715,111.143768
2022.MMP799,1,1,31.7444831,112.091069
2022.MMP800,1,1,31.971417,112.065367
2022.MMP801,1,1,31.35204,109.59211
2022.MMP802,1,1,31.813117,112.48615
2022.MMP803,1,1,31.88642,111.75181
2022.MMP804,1,1,31.788686,111.062218
2022.MMP805,1,1,31.78036,111.067
2022.MMP806,1,1,31.752033,111.94445
2022.MMP807,1,1,32.172488,112.263997
2022.MMP808,1,1,31.79791,111.77168
2022.MMP809,1,1,31.724553,111.715543
2022.MMP810,1,1,31.804629,111.819084
2022.MMP811,1,1,31.981232,113.150887
2022.MMP812,1,1,31.72563,111.78658
2022.MMP813,1,1,31.80071,111.0671
2022.MMP814,1,1,32.5016,112.03763
2022.MMP815,1,1,32.0753,111.1719
2022.MMP816,1,1,40.94052093,26.322503
2022.MMP817,8,116,37.35629868,25.260743
2022.MMP818,8,8,19.46324003,13.06515
2022.MMP819,1,1,28.70979772,-100.508187
2022.MMP820,1,1,28.48111656,-100.714259
2022.MMP821,1,1,-18.47952921,-70.310673
2022.MMP822,1,1,32.80673336,12.503133
